date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:01:36	2172/2172	---MCZ	200	added ('OK')	text/xml	date:Sat,%2016%20Dec%202023%2001:01:35%20GMT	http://zeefolio.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzeefolio.local%2F&format=xml	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/oembed/1.0/embedec67	(from http://zeefolio.local/)
06:01:36	2113/2113	---M--	200	added ('OK')	image/png	etag:%226555c6f2-841%22	http://zeefolio.local/wp-content/uploads/2023/11/cropped-logo-1-120x120.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/2023/11/cropped-logo-1-120x120.png	(from http://zeefolio.local/)
06:01:40	196351/196351	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2001:01:38%20GMT	http://zeefolio.local/about/	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/about/index.html	(from http://zeefolio.local/)
06:01:57	106785/106785	---M--	200	added ('OK')	image/png	etag:%226555d5c3-1a121%22	http://zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-131200.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-131200.png	(from http://zeefolio.local/)
06:02:00	202182/202182	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2001:01:58%20GMT	http://zeefolio.local/portfolio/	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/portfolio/index.html	(from http://zeefolio.local/)
06:02:21	128794/128794	---M--	200	added ('OK')	image/png	etag:%226555d67e-1f71a%22	http://zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-134433-1024x594.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-134433-1024x594.png	(from http://zeefolio.local/)
06:02:23	287239/287239	---M--	200	added ('OK')	image/png	etag:%226555dc32-46207%22	http://zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-140517-1024x573.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-140517-1024x573.png	(from http://zeefolio.local/)
06:02:25	202109/202109	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2001:02:22%20GMT	http://zeefolio.local/services/	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/services/index.html	(from http://zeefolio.local/)
06:02:29	217352/217352	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2001:02:27%20GMT	http://zeefolio.local/resume/	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/resume/index.html	(from http://zeefolio.local/)
06:02:51	136218/136218	---M--	200	added ('OK')	image/png	etag:%226555d7dd-2141a%22	http://zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-135021.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-135021.png	(from http://zeefolio.local/)
06:02:54	188708/188708	---MCZ	200	added ('OK')	text/html	date:Sat,%2016%20Dec%202023%2001:02:52%20GMT	http://zeefolio.local/contact/	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/contact/index.html	(from http://zeefolio.local/)
06:02:56	522135/522135	---M--	200	added ('OK')	image/png	etag:%226555dc35-7f797%22	http://zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-140607.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-140607.png	(from http://zeefolio.local/)
06:03:06	72384/72384	---M--	200	added ('OK')	image/png	etag:%226555d842-11ac0%22	http://zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-135202.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-135202.png	(from http://zeefolio.local/)
06:03:06	0/0	---M--	200	added ('OK')	text/css	etag:%226554941c-0%22	http://zeefolio.local/wp-content/plugins/astra-addon/addons/nav-menu/assets/css/minified/magamenu-frontend.min.css?ver=4.4.0	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/astra-addon/addons/nav-menu/assets/css/minified/magamenu-frontend.min.1d474a.delayed	(from http://zeefolio.local/)
06:03:07	21131/21131	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22655491a8-528b%22	http://zeefolio.local/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=4.4.1	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/themes/astra/assets/js/minified/frontend.mina94e.js	(from http://zeefolio.local/)
06:03:08	37455/37455	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226555c6f2-924f%22	http://zeefolio.local/wp-content/uploads/astra-addon/astra-addon-6555c6f20ac830-48043394.js?ver=4.4.0	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/astra-addon/astra-addon-6555c6f20ac830-48043394474a.js	(from http://zeefolio.local/)
06:03:10	33913/33913	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226554c1fc-8479%22	http://zeefolio.local/wp-content/plugins/ultimate-elementor/assets/min-js/uael-frontend.min.js?ver=1.36.25	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/ultimate-elementor/assets/min-js/uael-frontend.min724b.js	(from http://zeefolio.local/)
06:03:10	3031/3031	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226554c1fc-bd7%22	http://zeefolio.local/wp-content/plugins/ultimate-elementor/assets/lib/typed/typed.min.js?ver=1.36.25	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/ultimate-elementor/assets/lib/typed/typed.min724b.js	(from http://zeefolio.local/)
06:03:11	4167/4167	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226554c1fc-1047%22	http://zeefolio.local/wp-content/plugins/ultimate-elementor/assets/lib/rvticker/rvticker.min.js?ver=1.36.25	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/ultimate-elementor/assets/lib/rvticker/rvticker.min724b.js	(from http://zeefolio.local/)
06:03:12	5800/5800	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22655203c5-16a8%22	http://zeefolio.local/wp-content/plugins/pro-elements/assets/js/webpack-pro.runtime.min.js?ver=3.17.1	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/pro-elements/assets/js/webpack-pro.runtime.min5d63.js	(from http://zeefolio.local/)
06:03:12	4997/4997	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2265520381-1385%22	http://zeefolio.local/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.17.3	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/elementor/assets/js/webpack.runtime.min8864.js	(from http://zeefolio.local/)
06:03:14	60151/60151	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2265520381-eaf7%22	http://zeefolio.local/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.17.3	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/elementor/assets/js/frontend-modules.min8864.js	(from http://zeefolio.local/)
06:03:15	8171/8171	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2263c7d511-1feb%22	http://zeefolio.local/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from http://zeefolio.local/)
06:03:16	6625/6625	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226509f6d0-19e1%22	http://zeefolio.local/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from http://zeefolio.local/)
06:03:18	115127/115127	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226512e95e-1c1b7%22	http://zeefolio.local/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from http://zeefolio.local/)
06:03:19	4627/4627	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22650c4488-1213%22	http://zeefolio.local/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-includes/js/dist/hooks.min2ebd.js	(from http://zeefolio.local/)
06:03:20	9445/9445	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22650c4488-24e5%22	http://zeefolio.local/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-includes/js/dist/i18n.minf92f.js	(from http://zeefolio.local/)
06:03:21	24673/24673	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22655203c5-6061%22	http://zeefolio.local/wp-content/plugins/pro-elements/assets/js/frontend.min.js?ver=3.17.1	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/pro-elements/assets/js/frontend.min5d63.js	(from http://zeefolio.local/)
06:03:22	12198/12198	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2265520381-2fa6%22	http://zeefolio.local/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://zeefolio.local/)
06:03:23	21438/21438	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2263dbe690-53be%22	http://zeefolio.local/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-includes/js/jquery/ui/core.min3f14.js	(from http://zeefolio.local/)
06:03:24	40436/40436	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2265520381-9df4%22	http://zeefolio.local/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.17.3	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/elementor/assets/js/frontend.min8864.js	(from http://zeefolio.local/)
06:03:25	35673/35673	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22655203c5-8b59%22	http://zeefolio.local/wp-content/plugins/pro-elements/assets/js/elements-handlers.min.js?ver=3.17.1	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/pro-elements/assets/js/elements-handlers.min5d63.js	(from http://zeefolio.local/)
06:03:26	18833/18833	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2263331441-4991%22	http://zeefolio.local/wp-includes/js/underscore.min.js?ver=1.13.4	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-includes/js/underscore.mind584.js	(from http://zeefolio.local/)
06:03:27	1426/1426	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22632938ea-592%22	http://zeefolio.local/wp-includes/js/wp-util.min.js?ver=6.4.2	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-includes/js/wp-util.min1e39.js	(from http://zeefolio.local/)
06:03:28	771/771	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226555cd8a-303%22	http://zeefolio.local/wp-content/plugins/wpforms/assets/js/integrations/elementor/frontend.min.js?ver=1.8.5.1	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/wpforms/assets/js/integrations/elementor/frontend.mindbb5.js	(from http://zeefolio.local/)
06:03:29	24602/24602	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226555cd8a-601a%22	http://zeefolio.local/wp-content/plugins/wpforms/assets/lib/jquery.validate.min.js?ver=1.19.5	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/wpforms/assets/lib/jquery.validate.min7e9d.js	(from http://zeefolio.local/)
06:03:29	4014/4014	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226555cd8a-fae%22	http://zeefolio.local/wp-content/plugins/wpforms/assets/lib/mailcheck.min.js?ver=1.1.2	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/wpforms/assets/lib/mailcheck.mincfa9.js	(from http://zeefolio.local/)
06:03:30	1713/1713	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226555cd8a-6b1%22	http://zeefolio.local/wp-content/plugins/wpforms/assets/lib/punycode.min.js?ver=1.0.0	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/wpforms/assets/lib/punycode.min8a54.js	(from http://zeefolio.local/)
06:03:31	339/339	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226555cd8a-153%22	http://zeefolio.local/wp-content/plugins/wpforms/assets/js/utils.min.js?ver=1.8.5.1	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/wpforms/assets/js/utils.mindbb5.js	(from http://zeefolio.local/)
06:03:32	38991/38991	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226555cd8a-984f%22	http://zeefolio.local/wp-content/plugins/wpforms/assets/js/wpforms.min.js?ver=1.8.5.1	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/wpforms/assets/js/wpforms.mindbb5.js	(from http://zeefolio.local/)
06:03:53	560067/560067	---M--	200	added ('OK')	image/png	etag:%226555d742-88bc3%22	http://zeefolio.local/wp-content/uploads/2023/11/Screenshot-607-e1700124480103-1024x531.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/2023/11/Screenshot-607-e1700124480103-1024x531.png	(from http://zeefolio.local/)
06:04:07	214608/214608	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2265520381-34650%22	http://zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.23.0	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.eot	(from http://zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
06:04:09	94720/94720	---M--	200	added ('OK')	application/font-woff2	etag:%2265520381-17200%22	http://zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.23.0	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff2	(from http://zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
06:04:26	116044/116044	---M--	200	added ('OK')	application/font-woff	etag:%2265520381-1c54c%22	http://zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.23.0	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff	(from http://zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
06:04:26	322806/322806	---M--	200	added ('OK')	image/svg+xml	etag:%2265520381-4ecf6%22	http://zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.23.0	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.svg	(from http://zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
06:04:28	2583/2583	---M--	200	added ('OK')	image/png	etag:%22a17-60a3090f19a56%22	http://zeeshan.axonteam.pk/wp-content/uploads/2023/03/bg-01.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeeshan.axonteam.pk/wp-content/uploads/2023/03/bg-01.png	(from http://zeefolio.local/wp-content/uploads/elementor/css/post-9.css?ver=1700127134)
06:04:28	602/602	---M--	200	added ('OK')	image/svg+xml	etag:%226555cd8a-25a%22	http://zeefolio.local/wp-content/plugins/wpforms/assets/pro/images/times-solid-white.svg	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/wpforms/assets/pro/images/times-solid-white.svg	(from http://zeefolio.local/wp-content/plugins/wpforms/assets/css/frontend/classic/wpforms-base.min.css?ver=1.8.5.1)
06:04:29	41851/41851	---MCZ	200	added ('OK')	text/css	etag:W/%226555e83d-a37b%22	http://zeefolio.local/wp-content/uploads/elementor/css/post-17.css?ver=1700128829	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/elementor/css/post-170cbc.css	(from http://zeefolio.local/)
06:04:35	62851/62851	---MCZ	200	added ('OK')	application/json	date:Sat,%2016%20Dec%202023%2001:04:32%20GMT	http://zeefolio.local/wp-json/wp/v2/pages/17	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/wp/v2/pages/17	(from http://zeefolio.local/)
06:04:35	22414/22414	---MCZ	200	added ('OK')	text/css	etag:W/%226555e1a7-578e%22	http://zeefolio.local/wp-content/uploads/elementor/css/post-11.css?ver=1700127143	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/elementor/css/post-112ec5.css	(from http://zeefolio.local/about/)
06:04:38	33813/33813	---MCZ	200	added ('OK')	application/json	date:Sat,%2016%20Dec%202023%2001:04:36%20GMT	http://zeefolio.local/wp-json/wp/v2/pages/11	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/wp/v2/pages/11.json	(from http://zeefolio.local/about/)
06:04:39	2027/2027	---MCZ	200	added ('OK')	application/json	date:Sat,%2016%20Dec%202023%2001:04:39%20GMT	http://zeefolio.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzeefolio.local%2Fabout%2F	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/oembed/1.0/embed76b4.json	(from http://zeefolio.local/about/)
06:04:40	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2001:04:40%20GMT	http://zeefolio.local/?p=11	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/index5757.html	(from http://zeefolio.local/about/)
06:04:41	214448/214448	---M--	200	added ('OK')	application/font-sfnt	etag:%2265520381-345b0%22	http://zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.23.0	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.ttf	(from http://zeefolio.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
06:04:41	2187/2187	---MCZ	200	added ('OK')	text/xml	date:Sat,%2016%20Dec%202023%2001:04:41%20GMT	http://zeefolio.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzeefolio.local%2Fabout%2F&format=xml	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/oembed/1.0/embeda3f2	(from http://zeefolio.local/about/)
06:04:42	15715/15715	---MCZ	200	added ('OK')	text/css	etag:W/%226555e1ac-3d63%22	http://zeefolio.local/wp-content/uploads/elementor/css/post-389.css?ver=1700127148	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/elementor/css/post-389a5d5.css	(from http://zeefolio.local/portfolio/)
06:04:44	38642/38642	---MCZ	200	added ('OK')	application/json	date:Sat,%2016%20Dec%202023%2001:04:43%20GMT	http://zeefolio.local/wp-json/wp/v2/pages/389	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/wp/v2/pages/389.json	(from http://zeefolio.local/portfolio/)
06:04:44	2047/2047	---MCZ	200	added ('OK')	application/json	date:Sat,%2016%20Dec%202023%2001:04:44%20GMT	http://zeefolio.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzeefolio.local%2Fportfolio%2F	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/oembed/1.0/embedc32f.json	(from http://zeefolio.local/portfolio/)
06:04:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Dec%202023%2001:04:44%20GMT	http://zeefolio.local/?p=389	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/index2325.html	(from http://zeefolio.local/portfolio/)
06:04:45	2207/2207	---MCZ	200	added ('OK')	text/xml	date:Sat,%2016%20Dec%202023%2001:04:45%20GMT	http://zeefolio.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fzeefolio.local%2Fportfolio%2F&format=xml	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-json/oembed/1.0/embede280	(from http://zeefolio.local/portfolio/)
06:05:00	88658/88658	---M--	200	added ('OK')	image/png	etag:%226555d67c-15a52%22	http://zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-134433.png	C:/Users/Zeeshan/Desktop/Converted/c1/zeefolio.local/wp-content/uploads/2023/11/Screenshot-2023-11-16-134433.png	(from http://zeefolio.local/portfolio/)
